City,Population,Latitude,Longitude
Tistrup,1437,55.7186632,8.6065188
Skovlund,549,55.7372275,8.7058449
Ansager,1296,55.7049419,8.7526017
Tofterup,650,55.6500558,8.8153803
Outrup,994,55.7217329,8.3435414
Oksby,286,55.5540213,8.1418681
Rødding,4607,55.3680577,9.0581471
Brørup,4557,55.4846109,9.0155482
Lindknud,401,55.5662163,9.0166694
Holsted,3053,55.5059786,8.9151177
Glejbjerg,660,55.5581691,8.8262584
Sønder Hygum,424,55.3529723,8.9802319
Hovborg,397,55.6049888,8.9406207
Askov,1974,55.4694366,9.0982313
Vejen,10416,55.4743417,9.1317951
Store Andst,792,55.4831197,9.2329434
Skodborg,1221,55.4187528,9.1529678
Gesten,848,55.5255015,9.2028076
Bække,1034,55.5702937,9.1377573
Jels,1962,55.3553796,9.2055988
Øster Lindet,400,55.3077931,9.1466492
Varnæs,426,55.0143586,9.5694591
Hostrupskov,519,55.0147124,9.4536495
Hellevad,536,55.0759203,9.2098498
Ravsted,413,55.0035845,9.1347541
Genner,743,55.1181484,9.4349773
Rødekro,6189,55.0696081,9.3410181
Løjt Kirkeby,2395,55.0881376,9.4597059
Hjordkær,1612,55.0266429,9.3045215
Aabenraa,16500,55.0446228,9.4209667
Bylderup-Bov,1301,54.9441897,9.0910721
Tinglev,2799,54.9316288,9.2482003
Kollund,963,54.8415782,9.4517293
Kruså,1486,54.8479278,9.4075596
Padborg,4318,54.8295003,9.3606529
Hovslund Stationsby,279,55.1321251,9.3372034
Rens,242,54.8963793,9.0935699
Uge,238,54.9656484,9.3093789
Kliplev,1238,54.9377073,9.4011265
Felsted,1094,54.9792361,9.5037907
Holbøl,441,54.8931941,9.4415701
Bolderslev,1116,54.9897782,9.2835059
Bovrup,453,54.9963776,9.5839613
Stubbæk,1197,54.9976792,9.4276776
Kollund Østerskov,280,54.8478346,9.4726878
Søgård,303,54.9306158,9.4458812
Fårhus,232,54.8587821,9.3263251
Fredericia,41543,55.565268,9.7562169
Pjedsted,571,55.6029267,9.6564417
Taulov,3539,55.5388,9.6091733
Bredstrup,434,55.593478,9.6660106
Herslev,561,55.6695821,11.9834816
Bøgeskov,299,55.6191338,9.7561832
Egeskov,645,55.6133709,9.7454011
Trelde-Østerby,654,55.6221236,9.7837816
Grumstrup,232,55.9637981,9.9802011
Hovedgård,2355,55.9453819,9.9565056
Haldrup,322,55.8889231,9.9554586
Søvind,1075,55.8948731,9.9992108
Sønder Vissing,431,56.0211456,9.6414299
Tvingstrup,548,55.9125579,9.9267215
Sejet,391,55.8173759,9.9265657
Grædstrup,210,55.980207,9.5426437
Yding,226,56.0013478,9.7638009
Voervadsbro,201,56.0136062,9.698651
Nim,777,55.9283036,9.6875811
Egebjerg,3226,55.843746,11.6778866
Hatting,2074,55.8531914,9.7648287
Horsens,64418,55.8611696,9.8444774
Brædstrup,3967,55.9722463,9.610092
Gedved,2459,55.9282404,9.8469901
Lund,3274,55.8933481,9.7755521
Østbirk,2644,55.9674349,9.7523301
Kolding,63645,55.4894999,9.47905
Stepping,345,55.3556129,9.3583184
Vester Nebel,2010,55.5400538,8.5417459
Viuf,567,55.5857673,9.4906425
Hejls,400,55.3830704,9.5753221
Christiansfeld,3115,55.3589729,9.4905139
Taps,315,55.3960748,9.4795902
Sønder Bjert,2315,55.4591246,9.5571613
Sønder Stenderup,518,55.4614409,9.6144083
Almind,1790,55.5646234,9.4907578
Sjølund,508,55.4013985,9.5290625
Ødis,484,55.4087411,9.3813931
Eltang,209,55.5286062,9.5374632
Jordrup,518,55.5588855,9.3119454
Lunderskov,2985,55.4836316,9.3002816
Vamdrup,4940,55.4284473,9.2889565
Hjarup,391,55.4460586,9.3640556
Skanderup,416,55.4632244,9.3412328
Grejs,1536,55.7616991,9.5461321
Bredal,610,55.746119,9.6420371
Ny Højen,739,55.657203,9.5005907
Skærup,667,55.6393908,9.6003556
Brejning,3120,55.6637885,9.6697145
Børkop,6314,55.6409641,9.6492103
Vejle,62011,55.707931,9.5329419
Gårslev,1252,55.6375559,9.701727
Ågård,1341,55.5944797,9.430663
Vandel,758,55.7086234,9.213503
Andkær,364,55.6654294,9.6286003
Farre,340,56.2184019,9.8438762
Nørup,241,55.719176,9.304447
Gauerslund,258,55.6513202,9.662301
Give,5050,55.845552,9.2401542
Thyregod,1319,55.907716,9.2580032
Jerlev,863,55.6718128,9.4380927
Nørre Vilstrup,380,55.6901138,9.4640404
Egtved,2433,55.6157026,9.3092296
Givskud,614,55.81532,9.3496951
Kollemorten,372,55.8665932,9.3644702
Vonge,554,55.8613336,9.419654
Ødsted,1535,55.6563626,9.3990009
Ny Nørup,484,55.7039006,9.3087947
Skibet,2604,55.7110551,9.4550986
Gadbjerg,824,55.7709233,9.3208133
Jelling,4038,55.7529724,9.4210553
Randbøldal,310,55.6898092,9.2635362
Bredsten,1902,55.7025335,9.3848026
Høl,362,55.632852,9.7411796
Fasterholt,334,56.0083302,9.1123158
Aulum,3245,56.2649053,8.7869814
Ilskov,708,56.2374648,9.0892145
Simmelkær,264,56.267688,9.0014635
Skibbild,728,56.171558,8.8420361
Herning,51782,56.1379757,8.9746623
Gullestrup,1937,56.170038,8.9650889
Timring,691,56.1760379,8.7396079
Studsgård,440,56.091495,8.9089312
Sunds,4302,56.2043516,9.0148142
Feldborg,518,56.3362275,8.9368409
Haderup,630,56.6974776,10.1243262
Hodsager,409,56.3158702,8.8539077
Sørvad,1113,56.2623779,8.6538053
Kibæk,2651,56.0349566,8.8583992
Arnborg,638,56.0142095,8.9874414
Høgild,277,56.0636962,8.9893056
Ørnhøj,757,56.2001125,8.5635585
Sønder Felding,1392,55.9388658,8.7828398
Vildbjerg,4138,56.1965014,8.767696
Skarrild,312,55.9789789,8.8976598
Stakroge,225,55.8902388,8.8496958
Kølkær,531,56.0649686,9.0864658
Borbjerg,458,56.40422,8.7534213
Nørre Felding,731,56.3133372,8.6008796
Tvis,1378,56.3216062,8.7093648
Ulfborg,2004,56.2723603,8.3166504
Vemb,1238,56.3439338,8.3386659
Holstebro,37487,56.3590324,8.6159188
Sevel,512,56.4565803,8.8705587
Thorsminde,280,56.374526,8.1232421
Bur,206,56.3664624,8.4276831
Idom,400,56.3351509,8.4874851
Skave,508,56.3912827,8.8041379
Herrup,260,56.4078557,8.9192412
Handbjerg,210,56.4727629,8.721355
Hvam Mejeriby,238,56.4087556,8.7313203
Krunderup,422,56.3963235,8.5477737
Vinderup,3055,56.4778422,8.7828263
Ejsing,301,56.5220964,8.7844575
Ryde,212,54.7960231,11.3052696
Alstrup,219,56.3900738,8.5607042
Nørre Nissum,988,56.5485388,8.4178851
Lemvig,6741,56.5486971,8.3046456
Harboøre,1339,56.6174264,8.1806946
Klinkby,431,56.5671438,8.2192277
Thyborøn,1740,56.6981186,8.2117981
Lomborg,326,56.500435,8.2651387
Bøvlingbjerg,457,56.4352017,8.2029629
Bækmarksbro,524,56.4164741,8.3084214
Gudum,214,56.5169264,8.4677547
Ramme,366,56.4911246,8.2135663
Struer,9893,56.4866768,8.5951427
Hjerm,1084,56.4382927,8.6410046
Hvidbjerg,1076,56.6486331,8.5271072
Uglev,206,56.6125662,8.5417601
Humlum,784,56.5394331,8.5518902
Resenstad,288,56.5166725,8.537848
Bremdal,1658,56.5076493,8.5817346
Asp,359,56.4330146,8.5097365
Linde,368,56.5324652,10.118258
Vejrumstad,208,56.4349607,8.5828823
Mørke,1690,56.3345618,10.377531
Ebeltoft,7287,56.1988382,10.6770909
Tirstrup,414,56.3010146,10.6866116
Balle,480,56.3156204,10.8077359
Vrinners,400,56.2443396,10.4932308
Pindstrup,719,56.3917868,10.4139662
Ryomgård,2743,56.3842243,10.5020848
Kolind,1913,56.3581302,10.5847907
Nimtofte,582,56.408874,10.567359
Rønde,3328,56.3015637,10.4754416
Ugelbølle,1491,56.3085737,10.4158606
Feldballe,462,56.285821,10.5861533
Knebel,665,56.2139417,10.4864395
Grønfeld,214,56.2530424,10.5534518
Tved,222,56.1962,10.4350054
Rodskov,481,56.299821,10.3649084
Thorsager,1387,56.3457785,10.4560742
Hornslet,6420,56.3137043,10.3159583
Lime,387,56.3872733,10.2480043
Følle Strand,218,56.2977471,10.4274899
Egsmark,221,56.229087,10.6536054
Auning,3330,56.4314503,10.3781855
Fjellerup,384,55.2361139,10.5625462
Gjesing,298,55.5096696,8.4573095
Vivild,764,56.4820941,10.4467604
Bønnerup Strand,656,56.5271644,10.7123751
Ramten,221,56.4378675,10.631968
Stenvad,260,56.4616752,10.6357932
Grenaa,14127,56.4134419,10.8793137
Ålsrode,202,56.3473407,10.8636439
Ørsted,1333,56.5007806,10.3363752
Allingåbro,1813,56.4643421,10.336854
Trustrup,776,56.3507254,10.7715962
Lyngby,300,55.7718649,12.5051413
Gjerrild,412,56.4998035,10.835073
Øster Alling,288,56.4112449,10.316904
Glesborg,607,56.4775074,10.7254803
Hinnerup,8529,56.2678199,10.0688688
Lading,897,56.2212792,9.9786477
Grundfør,402,56.268599,10.0997842
Søften,3129,56.2352921,10.0872653
Nørre Galten,208,56.3490113,10.0503981
Skjød,239,56.2997124,9.9291299
Selling,646,56.3093727,10.0974745
Ødum,336,56.3118609,10.1337841
Folby,1193,56.2513888,10.0262424
Vissing,213,56.3643094,10.0121579
Hadsten,8560,56.3290887,10.0523863
Hadbjerg,725,56.3314452,10.1050615
Aidt,261,56.3155195,9.7892233
Hvorslev,212,56.3664826,9.7675235
Ulstrup,1887,55.5398998,11.2554858
Houlbjerg,207,56.3448019,9.8730183
Hammel,7234,56.2526132,9.8610556
Sall,208,56.2787561,9.8273601
Voldby,451,56.2357887,9.885264
Thorsø,1747,56.3012653,9.7887862
Laurbjerg,941,56.357246,9.9167436
Vitten,219,56.2915553,9.9982238
Voldum,926,56.3653259,10.1657461
Hov,1723,55.9190733,10.251121
Odder,13522,55.975832,10.1513202
Hundslund,542,55.9153605,10.0527531
Ørting,660,55.9267828,10.1495433
Torrild,218,55.9800874,10.0509884
Gylling,647,55.8904152,10.1692307
Saksild,905,55.9764457,10.2317262
Bovlstrup,293,55.9418161,10.2173334
Neder Randlev,205,55.9560716,10.1883173
Haslund,789,56.4189698,10.0256278
Albæk,251,56.4838583,10.1626792
Uggelhuse,428,56.4672528,10.2226901
Råsted,310,56.513415,9.9495792
Gimming,235,56.4936154,10.0981188
Harridslev,1254,56.4980425,10.1294522
Mejlby,616,56.3006105,10.2143428
Havndal,796,56.6522516,10.1970076
Værum,300,56.4061206,9.9898575
Assentoft,3956,56.4435178,10.1519573
Mellerup,509,56.5215723,10.2088098
Øster Tørslev,878,56.5788383,10.1864581
Gjerlev,637,56.5865836,10.1323032
Asferg,663,56.5466328,9.9307608
Spentrup,2342,56.5359106,10.0346886
Randers,64511,56.4617545,10.0371476
Stevnstrup,2696,56.4349087,9.9442095
Gassum,395,56.5752145,9.9975763
Langå,2925,56.390979,9.8936301
Fårup,1037,56.5445686,9.8487711
Øster Bjerregrav,1024,56.4837791,9.907034
Ålum,271,56.4530623,9.8313387
Dalbyover,234,56.6198172,10.2003229
Tånum,210,56.4610056,9.9227759
Munkdrup,354,56.4170676,10.0795986
Voel,1965,56.1881828,9.693675
Bryrup,1624,56.0231999,9.5231724
Linå,558,56.1535517,9.68889
Laven,373,56.1252056,9.717769
Sorring,1165,56.1774826,9.7756433
Salten,727,56.0836884,9.5686653
Them,2448,56.0901518,9.5465183
Sinding,334,56.2143633,8.8524504
Gjessø,840,56.1153362,9.4951896
Virklund,3923,56.1301234,9.5539151
Silkeborg,52571,56.169453,9.5495141
Demstrup,269,56.3354301,9.4229865
Neder Hvam,289,56.3268889,9.3377533
Sjørslev,366,56.3278004,9.4420966
Lemming,279,56.2396476,9.5458156
Nørre Knudstrup,217,56.2742355,9.314763
Vinderslev,452,56.2550463,9.4293691
Ans,1906,56.307027,9.5895088
Fårvang,1391,56.2681439,9.7267735
Gjern,1529,56.2264181,9.7393316
Grauballe,987,56.2244319,9.628787
Sejling,555,56.2174497,9.5195246
Kjellerup,5247,56.2834926,9.4400132
Thorning,1006,56.2851309,9.3307472
Skægkær,436,56.2119087,9.5018971
Øster Bording,218,56.1918789,9.4869679
Funder Kirkeby,610,56.1533605,9.4428992
Kragelund,766,56.1952345,9.4094628
Sejs-Svejbæk,4677,56.1360085,9.6176549
Onsbjerg,240,55.8497267,10.5724692
Tranebjerg,843,55.8326137,10.5894103
Sjelle,319,56.1848717,9.9319682
Hylke,425,55.9915767,9.9355459
Gammel Rye,1564,56.0722964,9.6977741
Galten,9363,56.154066,9.9098817
Låsby,2086,56.1526374,9.809458
Ry,7536,56.0883559,9.7718753
Voerladegård,597,56.0246414,9.7337258
Skjørring,276,56.1807679,9.8877121
Hørning,8542,56.0859191,10.0356047
Skanderborg,20360,56.0351868,9.9317878
Hårby,263,56.0852942,9.9051895
Alken,309,56.0519694,9.8455793
Fruering,427,56.0345245,9.9849415
Blegind,238,56.0672242,10.0696418
Mesing,207,56.072297,9.9409242
Tebstrup,665,55.9725772,9.8771973
Virring,1175,56.0298758,10.0352919
Herskind,893,56.1829328,9.965903
Stjær,1057,56.1186427,9.9540853
Storring,274,56.1347678,9.9391034
Mundelstrup,423,56.1984041,10.0618124
Sabro,3492,56.2121365,10.0341514
Mårslet,5174,56.0671183,10.1624575
Hjortshøj,3586,56.2478414,10.2682671
Lystrup,10153,56.2363205,10.238378
Løgten,8607,56.2769294,10.3187287
Studstrup,808,56.2580805,10.338558
Solbjerg,4845,56.0397896,10.0904237
Aarhus,301049,56.1496278,10.2134046
Borum,314,56.1877607,10.0122294
Spørring,1207,56.2988953,10.1479982
Trige,3459,56.254145,10.1453751
Ormslev,381,56.124591,10.0617005
Elev,1967,56.2401986,10.197571
Hårup,987,56.2862796,10.216223
Lisbjerg,1930,56.2214484,10.1682303
Harlev,4005,56.1466687,9.996093
Beder-Malling,9430,56.0494063,10.2017147
Uhre,260,55.9310917,9.0513204
Isenvad,702,56.0990362,9.2025483
Engesvang,2190,56.1703216,9.3511945
Pårup,239,56.1007761,12.3013937
Gludsted,319,56.0334078,9.3120706
Ikast,16808,56.1390178,9.1547931
Bording,2439,56.1465072,9.2753054
Hampen,333,56.0180516,9.3550209
Klovborg,516,55.9319642,9.4905654
Ejstrupholm,1710,55.9843819,9.2930027
Brande,7394,55.9445468,9.1282868
Nørre Snede,1912,55.9654168,9.3931535
Blåhøj,367,55.8743117,9.0308368
Skjern,7737,55.9469339,8.4909186
Lønborg,242,55.9031929,8.4448995
Hvide Sande,2780,56.0057884,8.1288435
Hemmet,291,55.8496544,8.3724097
Fjelstervang,418,56.0723199,8.8181386
Grønbjerg,356,56.1773453,8.5356796
Spjald,1342,56.1276147,8.5069209
Lyne,247,55.802221,8.4907466
Tarm,4122,55.9065375,8.5192054
Højmark,277,56.0547437,8.3999753
Lem,1358,56.0275264,8.3852184
Ringkøbing,9830,56.0905708,8.2540637
Videbæk,4351,56.0893891,8.6295216
Herborg,273,56.0666215,8.6002672
Rækker Mølle,334,56.0211447,8.5376203
Velling,251,56.0522585,8.3125538
Borris,858,55.9589744,8.6480249
Troldhede,654,55.9936889,8.7416839
Hee,500,56.1437777,8.2879232
Tim,834,56.1965544,8.3033203
Kloster,599,56.1257251,8.1757164
No,239,56.1121326,8.3179241
Ådum,239,55.8743087,8.5934034
Stauning,334,55.9622311,8.3722636
Ølstrup,290,56.111556,8.4214389
Vorgod-Barde,1023,56.0924084,8.7031567
Lindved,1444,55.7920415,9.5782864
Øster Snede,1208,55.796226,9.6473871
Hedensted,13458,55.7705233,9.6994255
Daugård,1121,55.7356553,9.7095269
Barrit,763,55.7090592,9.8969878
Glud,686,55.8085043,9.9997934
Snaptun,477,55.8209229,10.0485566
Juelsminde,3975,55.7086794,10.0104758
Tørring,2930,55.8499627,9.483801
Hornsyld,1646,55.7568412,9.8563818
Bjerre,475,55.7860611,9.8543088
Stouby,863,55.7030191,9.7900425
Rårup,451,55.772877,9.9297471
Bråskov,203,55.7615097,9.8280563
Rask Mølle,1149,55.8720064,9.6109557
Uldum,1364,55.8476686,9.5867407
Ølholm,940,55.8367448,9.5281464
Hornborg,222,55.8533938,9.6649573
Åle,616,55.8868233,9.5618447
Korning,418,55.8528481,9.7034705
Erslev,383,56.830027,8.7509076
Øster Jølby,700,56.8345595,8.7179794
Karby,215,56.7538548,8.560767
Frøslev,248,56.8028447,8.7330983
Vils,452,56.7628666,8.7291569
Redsted,202,56.7394114,8.6528944
Sejerslev,327,56.9250049,8.8652645
Tødsø,248,56.8275733,8.8086871
Nykøbing M,8859,56.7943811,8.8594834
Vodstrup,225,56.813138,8.823862
Lødderup,232,56.7747038,8.7962133
Jebjerg,1069,56.6721323,9.0152295
Højslev,213,56.5857922,9.1361846
Skive,20090,56.6459244,8.9327322
Nederby,534,56.816548,9.024611
Selde,222,56.7805532,9.0477373
Breum,808,56.6871677,9.0701035
Hald,409,56.5564199,10.1105086
Højslev Stationsby,2815,56.5516562,9.1105335
Balling,1154,56.6157838,8.8821834
Roslev,1306,56.7040127,8.9841309
Oddense,582,56.65047,8.9337614
Lihme,256,56.6002853,8.7309305
Ramsing,327,56.5955191,8.8408389
Hem,583,56.5951002,8.9587576
Rønbjerg,315,56.5349617,8.9360333
Durup,868,56.744497,8.9484097
Glyngøre,1371,56.759744,8.8739004
Vesløs,302,57.036484,8.9716144
Østerild,510,57.0304231,8.8488575
Ræhr,478,57.0934001,8.6653912
Frøstrup,594,57.0868956,8.9960835
Hørdum,211,56.8489522,8.488141
Hanstholm,2050,57.1150165,8.6144947
Hundborg,420,56.9270716,8.5085893
Snedsted,1109,56.8917656,8.5231571
Koldby,719,56.8460899,8.5239231
Vestervig,561,56.7623851,8.318305
Hurup,2657,56.7506962,8.4181635
Bedsted,698,55.0611695,9.1043892
Agger,356,56.7823936,8.2414749
Klitmøller,1277,57.0401536,8.4985063
Ydby,246,56.7106598,8.4053242
Nors,1110,57.0203913,8.6781424
Hillerslev,561,57.011814,8.7302899
Sennels,969,56.9649687,8.7948504
Vilsund Vest,390,56.8804983,8.6266813
Nørre Vorupør,591,56.9533533,8.3754337
Sjørring,724,56.9517882,8.5924754
Thisted,13505,56.9562093,8.6848749
Karup,2176,56.3111225,9.1706768
Skelhøje,490,56.3604125,9.2966866
Rindsholm,259,56.4002008,9.4354266
Ulbjerg,454,56.6278293,9.3480141
Frederiks,1803,56.3411629,9.2560458
Kølvrå,713,56.292686,9.1483455
Bjerringbro,7433,56.3758414,9.656576
Mønsted,727,56.445301,9.1881198
Tapdrup,582,56.4404694,9.4835132
Vejrumbro,405,56.441703,9.5557183
Ørum,1493,56.4804333,9.626306
Bjerregrav,438,56.5799115,9.4991288
Møldrup,1280,56.614641,9.5011335
Klejtrup,883,56.5902663,9.6337994
Løvel,841,56.5328173,9.4700325
Vammen,547,56.5302997,9.5733082
Sahl,305,56.3374112,9.639621
Mammen,281,56.4113145,9.6126754
Rødkærsbro,1737,56.3514755,9.5101207
Tange,309,56.3529704,9.5870582
Fly,276,56.4949821,9.0105926
Stoholm,2534,56.4851312,9.1458359
Kjeldbjerg,265,56.473623,9.0537216
Sjørup,270,56.4277179,9.0833181
Vridsted,585,56.4421137,9.0064555
Hammershøj,935,56.5016333,9.7503501
Sparkær,611,56.4772412,9.2282259
Skals,1730,56.5566335,9.4048077
Løgstrup,1924,56.5119795,9.3370029
Ravnstrup,427,56.4480484,9.2865747
Birgittelyst,612,56.398744,9.3810101
Hvam Stationsby,277,56.6623827,9.513098
Viborg,43645,56.4469128,9.4059354
Sønder Rind,301,56.3932132,9.4671841
Brønderslev,12946,57.2700129,9.9448631
Øster Brønderslev,972,57.2483799,9.9957883
Hallund,275,57.2410008,10.1006324
Jerslev,859,57.2847448,10.0932326
Asaa,1089,57.1494732,10.4034857
Hjallerup,4509,57.1665803,10.1465801
Klokkerholm,890,57.2109407,10.1549291
Agersted,535,57.1984657,10.3801201
Tise,247,57.296116,9.80541
Stenum,230,57.3209311,9.8645867
Dronninglund,3688,57.158303,10.2900877
Serritslev,489,57.3141853,9.9749588
Flauenskjold,661,57.2493771,10.2877533
Præstbro,204,57.2341451,10.387584
Haldbjerg,225,57.3937019,10.5023084
Voerså,493,57.2088452,10.4878871
Skagen,7394,57.7259703,10.5844602
Jerup,520,57.533332,10.4205098
Elling,1095,57.4756655,10.4797629
Frederikshavn,22548,57.4412134,10.5336225
Østervrå,1270,57.341266,10.2398353
Ravnshøj,534,57.4515622,10.4260254
Kvissel,347,57.4709813,10.4112523
Thorshøj,261,57.3366413,10.307485
Ålbæk,1419,57.5925422,10.4115924
Sæby,8991,57.3312762,10.5198811
Hørby,382,56.6515633,9.746401
Syvsten,251,57.3091923,10.4334816
Lyngså,212,57.2451451,10.5153946
Strandby,2543,57.4926713,10.4978821
Kilden,893,57.0421761,9.9144117
Gærum,607,57.40153,10.4350438
Dybvad,603,57.2744567,10.3611597
Gedsted,874,56.6892939,9.3334277
Aggersund,247,57.0043224,9.2799491
Løgstør,3969,56.9625246,9.2619587
Vegger,305,56.8848376,9.5716452
Vindblæs,212,56.9278273,9.3486331
Ranum,950,56.8967933,9.2296384
Vilsted,205,56.9040322,9.2862321
Overlade,396,56.8584302,9.2641123
Hvalpsund,621,56.7013574,9.2070497
Farsø,3352,56.7722256,9.3399599
Havbro,377,56.7999966,9.4184846
Vognsild,228,56.7568701,9.4206489
Ullits,263,56.7263717,9.2882914
Hornum,926,56.8400178,9.4247246
Vester Hornum,480,56.8335187,9.3593621
Simested,231,56.696701,9.5558417
Aalestrup,2763,56.6952989,9.4930029
Aars,8708,56.8033777,9.5168986
Vesterø Havn,335,57.2950657,10.9265417
Østerby Havn,256,57.3182473,11.1267206
Byrum,435,57.2554659,10.9995895
Blenstrup,483,56.8794941,10.0113103
Bælum,701,56.8307655,10.1166943
Haverslev,797,56.7875535,9.6822481
Ravnkilde,331,56.7555406,9.7528971
Rørbæk,383,56.7044248,9.7130466
Støvring,9584,56.8847204,9.833064
Suldrup,1376,56.8483838,9.7006273
Rebild,628,56.8313377,9.8494984
Skørping,3056,56.8383525,9.8913283
Øster Hornum,1059,56.9355505,9.7510364
Nørager,1175,56.7065701,9.630736
Aarestrup,208,56.819752,9.7467337
Terndrup,1637,56.8131718,10.0598073
Guldbæk Syd,200,56.9335364,9.8003983
Rostrup,283,56.7309381,9.9319858
Hadsund,4918,56.7193519,10.1151108
Hadsund Syd,438,56.7069598,10.1204587
Veddum,336,56.775081,10.1757857
Øster Hurup,636,56.804001,10.272655
Als,892,54.9716369,9.9240087
Visborg,415,56.7371335,10.1489138
Hobro,12360,56.6371753,9.7939799
Vebbestrup,367,56.7253591,9.820242
Arden,2620,56.7678869,9.8568821
Rold,223,56.7731138,9.814592
Øster Doense,214,56.7092743,9.8397826
Døstrup,313,56.6883203,9.747566
Hvornum,303,56.5974869,9.661288
Valsgård,1124,56.6727233,9.8524403
Hvilsom,243,56.659037,9.6119021
Oue,313,56.6937661,9.9768613
Skelund,396,56.7597337,10.1920402
Sønder Onsild,474,56.5866127,9.7599658
Sønder Onsild Stationsby,264,56.5777113,9.7461256
Handest,231,56.57023,9.8210822
Mariager,2650,56.6488769,9.976727
Norup,242,56.676199,10.1145898
Blokhus,473,57.2523474,9.5842346
Hune,747,57.2478319,9.6189688
Biersted,1629,57.1519913,9.8048768
Nørhalne,1527,57.1515759,9.8761497
Kås,2328,57.1935991,9.651103
Pandrup,2842,57.2094268,9.6790105
Fjerritslev,3306,57.088801,9.2731047
Ingstrup,344,57.3135217,9.7104764
Gjøl,910,57.06828,9.7163781
Halvrimmen,630,57.1107693,9.5867446
Birkelse,619,57.1489245,9.6835772
Tranum,451,57.1319337,9.464078
Aabybro,6721,57.1606394,9.7339628
Vester Torup,220,57.1034858,9.125009
Klim,400,57.0963678,9.1655997
Arentsminde,408,57.1229996,9.6259299
Skovsgård,777,57.0868289,9.4848004
Østerby,325,57.0604418,9.5995831
Saltum,698,57.2711553,9.6984206
Brovst,2684,57.0973209,9.5228664
Vester Hjermitslev,353,57.2863037,9.7580391
Ny Skovsgård,239,57.0958029,9.4866407
Nørre Kongerslev,252,56.9053488,10.1265676
Fjellerad,392,56.9245894,10.0215046
Mou,1023,56.9676427,10.2221553
Hals,2437,56.9963038,10.3084669
Sulsted,1504,57.1669315,9.9525511
Storvorde,3465,57.0034949,10.0996971
Vaarst,354,56.9364661,10.0556716
Vodskov,4810,57.1095604,10.0228291
Vester Hassing,2602,57.0682098,10.1253165
Stae,371,57.0821088,10.0832408
Kongerslev,1288,56.8861935,10.1146692
Gistrup,3686,56.9934443,9.9885675
Klarup,5603,57.0113058,10.0500412
Nøvling,380,56.9735065,9.9590178
Gudumholm,729,56.9670618,10.102146
Vestbjerg,3039,57.1305808,9.9666992
Uggerhalne,286,57.1332369,10.0659854
Hou,611,57.0573849,10.366756
Farstrup,447,56.9833054,9.4614977
Sebbersund,348,56.9621078,9.5662861
Valsted,230,56.9770919,9.563492
Nibe,5616,56.9823812,9.6428712
Vadum,2530,57.1155958,9.8589601
Sønderholm,879,57.0039681,9.7350132
Dall Villaby,1108,56.9909307,9.8863327
Frejlev,3237,54.7027233,11.7653804
Svenstrup,10717,56.9773211,9.8525837
Ferslev,947,56.9529671,9.8966217
Ellidshøj,493,56.9307207,9.8696332
Bislev,202,56.9457301,9.6102782
Aalborg,121878,57.0462626,9.9215263
Langholt,1069,57.1044503,10.0867874
Nørholm,257,57.0376213,9.7362974
Tylstrup,1220,57.195294,9.951413
Gandrup,1559,57.0566331,10.177441
Ulsted,992,57.076012,10.2569014
Nørresundby,24436,57.0607251,9.9241319
Skellet,230,56.9798704,10.2090689
Klitgård,222,57.0262188,9.6873632
Tornby,985,57.529776,9.9447512
Lønstrup,545,57.468435,9.7980104
Bjergby,881,57.5134646,10.0268723
Sindal,3071,57.4755132,10.1994273
Løkken,1669,57.3704858,9.7112502
Vrensted,282,57.3379735,9.7747895
Poulstrup,437,57.351624,10.0155194
Vrå,2681,57.3532646,9.9452931
Hjørring,25908,57.457183,9.9855998
Harken,379,57.3934492,9.9848443
Hundelev,227,57.4269299,9.8399806
Mosbjerg,224,57.502987,10.2789354
Bindslev,943,57.541075,10.1977563
Tversted,522,57.5861839,10.1896211
Åbyen,489,57.5624051,10.0282098
Lendum,487,57.4095287,10.2969452
Hirtshals,5347,57.5908031,9.9649737
Lørslev,282,57.4276017,10.0853339
Tårs,1839,54.8831014,11.0271943
Rakkeby,210,57.4049129,9.9290979
